year;date;time;y;x;type;injured;died
2021;7.11.2021;17:00:00;43,40913;23,22746;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;да;не
2021;7.11.2021;18:10:00;43,35214;23,21737;БЛЪСКАНЕ НА ЖИВОТНО;не;не
2021;8.11.2021;1:10:00;43,2327;23,14913;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;да;не
2021;8.11.2021;12:50:00;43,24284;23,13918;ДРУГ ВИД ПТП;не;не
2021;8.11.2021;12:50:00;43,24284;23,13918;ДРУГ ВИД ПТП;не;не
2021;8.11.2021;14:15:00;43,44244;23,21125;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;да;не
2021;8.11.2021;14:15:00;43,44244;23,21125;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;да;не
2021;8.11.2021;15:40:00;43,2027;23,29304;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;8.11.2021;15:40:00;43,2027;23,29304;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;8.11.2021;18:30:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;8.11.2021;18:30:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;9.11.2021;6:30:00;43,5086;23,14203;СБЛЪСКВАНЕ МЕЖДУ МПС ЧЕЛНО;не;не
2021;9.11.2021;6:30:00;43,5086;23,14203;СБЛЪСКВАНЕ МЕЖДУ МПС ЧЕЛНО;да;не
2021;9.11.2021;7:35:00;43,63453;23,03787;Няма информация;не;не
2021;9.11.2021;7:35:00;43,63453;23,03787;Няма информация;не;не
2021;16.2.2021;12:40:00;43,43535;23,22358;ДРУГ ВИД ПТП;не;не
2021;9.11.2021;16:01:00;43,41931;23,22979;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;10.11.2021;11:25:00;43,82097;23,24051;ДРУГ ВИД ПТП;не;не
2021;10.11.2021;11:25:00;43,82097;23,24051;ДРУГ ВИД ПТП;не;не
2021;10.11.2021;13:45:00;43,41592;23,21722;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;да;не
2021;10.11.2021;13:45:00;43,41592;23,21722;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;не;не
2021;10.11.2021;19:10:00;43,23452;23,13712;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;10.11.2021;19:10:00;43,23452;23,13712;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;11.11.2021;20:40:00;43,23453;23,13878;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;12.11.2021;16:30:00;43,41831;23,22687;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;13.11.2021;13:00:00;43,404;23,25034;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;13.11.2021;13:00:00;43,404;23,25034;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;да;не
2021;13.11.2021;16:25:00;43,43225;23,22851;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;13.11.2021;16:25:00;43,43225;23,22851;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;14.11.2021;21:05:00;43,41393;23,22441;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;15.11.2021;4:20:00;43,56046;23,06994;БЛЪСКАНЕ В СТЪЛБ;не;не
2021;17.2.2021;0:43:00;43,64971;23,41119;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;не;не
2021;17.11.2021;8:50:00;43,5085;23,14184;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;17.11.2021;8:50:00;43,5085;23,14184;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;17.11.2021;3:00:00;;;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;19.11.2021;15:10:00;43,23934;23,16254;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;20.11.2021;9:50:00;43,22969;23,15106;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;21.11.2021;12:50:00;43,81239;23,25255;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;21.11.2021;12:50:00;43,81239;23,25255;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;21.11.2021;18:01:00;43,43254;23,1849;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;да;не
2021;21.11.2021;18:01:00;43,43254;23,1849;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;да;не
2021;21.11.2021;18:01:00;43,43254;23,1849;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;22.11.2021;9:45:00;43,70418;23,20864;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;22.11.2021;9:45:00;43,70418;23,20864;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;22.11.2021;16:40:00;43,40945;23,2309;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;22.11.2021;16:40:00;43,40945;23,2309;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;23.11.2021;9:35:00;43,40074;23,09152;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;23.11.2021;9:35:00;43,40074;23,09152;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;23.11.2021;11:50:00;43,45432;23,25457;ДРУГ ВИД ПТП;не;не
2021;23.11.2021;11:50:00;43,45432;23,25457;ДРУГ ВИД ПТП;не;не
2021;17.2.2021;7:30:00;43,18736;23,15788;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;23.11.2021;15:20:00;43,40715;23,06248;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;24.11.2021;8:20:00;43,41096;23,22976;БЛЪСКАНЕ НА ВЕЛОСИПЕДИСТ;да;не
2021;24.11.2021;8:20:00;43,41096;23,22976;БЛЪСКАНЕ НА ВЕЛОСИПЕДИСТ;не;не
2021;24.11.2021;14:55:00;43,79792;23,50091;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;24.11.2021;14:55:00;43,79792;23,50091;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;24.11.2021;18:05:00;43,82834;23,21772;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;25.11.2021;15:45:00;43,18697;23,22629;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;25.11.2021;16:25:00;43,33168;23,34576;ДРУГ ВИД ПТП;не;не
2021;26.11.2021;8:14:00;43,2116;23,15941;БЛЪСКАНЕ НА ЖИВОТНО;не;не
2021;26.11.2021;8:14:00;43,2116;23,15941;БЛЪСКАНЕ НА ЖИВОТНО;не;не
2021;27.11.2021;4:00:00;43,1212;23,13908;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;28.11.2021;7:45:00;43,40186;23,17993;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;28.11.2021;7:45:00;43,40186;23,17993;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;29.11.2021;9:20:00;43,41923;23,2296;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;29.11.2021;9:20:00;43,41923;23,2296;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;17.2.2021;21:00:00;43,40931;23,22847;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;29.11.2021;17:20:00;43,42036;23,22804;БЛЪСКАНЕ НА ВЕЛОСИПЕДИСТ;не;не
2021;29.11.2021;17:20:00;43,42036;23,22804;БЛЪСКАНЕ НА ВЕЛОСИПЕДИСТ;да;не
2021;28.11.2021;22:45:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;28.11.2021;22:45:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;1.12.2021;12:05:00;43,40657;23,22989;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;1.12.2021;12:05:00;43,40657;23,22989;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;2.12.2021;12:45:00;43,5365;23,21775;ДРУГ ВИД ПТП;не;не
2021;2.12.2021;12:45:00;43,5365;23,21775;ДРУГ ВИД ПТП;да;не
2021;2.12.2021;17:15:00;43,41118;23,23006;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;2.12.2021;17:15:00;43,41118;23,23006;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;2.12.2021;19:20:00;43,42026;23,22745;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;2.12.2021;19:20:00;43,42026;23,22745;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;3.12.2021;13:00:00;43,63504;23,03842;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;3.12.2021;13:00:00;43,63504;23,03842;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;3.12.2021;14:30:00;43,50878;23,14167;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;да;не
2021;3.12.2021;14:30:00;43,50878;23,14167;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;не;не
2021;25.10.2021;20:48:00;;;ДРУГ ВИД ПТП;не;не
2021;3.12.2021;19:00:00;43,81082;23,32121;БЛЪСКАНЕ В ДЪРВО;не;не
2021;18.2.2021;12:20:00;43,19754;23,27192;БЛЪСКАНЕ В СКАТ;не;не
2021;3.12.2021;20:30:00;43,38183;23,33497;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;не;не
2021;3.12.2021;22:00:00;43,48268;23,17095;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;3.12.2021;22:00:00;43,48268;23,17095;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;3.12.2021;22:00:00;43,48268;23,17095;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;да;не
2021;3.12.2021;21:50:00;43,48336;23,16957;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;4.12.2021;8:00:00;43,52066;22,9724;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;да;не
2021;5.12.2021;8:00:00;43,42923;23,17794;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;5.12.2021;8:00:00;43,42923;23,17794;БЛЪСКАНЕ НА СПРЯНО ППС;не;не
2021;6.12.2021;8:20:00;43,39743;23,23623;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;6.12.2021;8:20:00;43,39743;23,23623;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;6.12.2021;19:30:00;43,55523;23,07956;ПРЕОБРЪЩАНЕ НА МПС ИЗВЪН ПЪТНОТО ПЛАТНО;не;не
2021;7.12.2021;7:00:00;43,40599;23,21862;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;не;не
2021;7.12.2021;7:00:00;43,40599;23,21862;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;да;не
2021;7.12.2021;13:00:00;43,40586;23,2216;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;7.12.2021;13:00:00;43,40586;23,2216;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;7.12.2021;11:00:00;43,82183;23,2722;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;7.12.2021;11:00:00;43,82183;23,2722;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;18.2.2021;14:00:00;43,40548;23,22267;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;да;не
2021;18.2.2021;14:00:00;43,40548;23,22267;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;не;не
2021;7.12.2021;18:20:00;43,42029;23,22774;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;да;не
2021;7.12.2021;18:20:00;43,42029;23,22774;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;7.12.2021;18:20:00;43,42029;23,22774;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;да;не
2021;7.12.2021;17:05:00;43,23597;23,13001;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;7.12.2021;17:05:00;43,23597;23,13001;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;9.12.2021;1:26:00;43,69724;23,24753;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;да;не
2021;9.12.2021;1:26:00;43,69724;23,24753;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;да;не
2021;9.12.2021;8:23:00;43,19351;23,28768;ДРУГ ВИД ПТП;не;не
2021;9.12.2021;8:23:00;43,19351;23,28768;ДРУГ ВИД ПТП;не;не
2021;9.12.2021;9:40:00;43,41793;23,21657;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;9.12.2021;9:40:00;43,41793;23,21657;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;9.12.2021;19:30:00;43,52516;23,48771;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;9.12.2021;19:30:00;43,52516;23,48771;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;9.12.2021;19:30:00;;;ДРУГ ВИД ПТП;не;не
2021;9.12.2021;19:30:00;;;ДРУГ ВИД ПТП;не;не
2021;10.12.2021;16:30:00;43,36267;23,31753;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;10.12.2021;21:50:00;43,4248;23,23487;БЛЪСКАНЕ В ПРЕПЯТСТВИЕ НА ПЪТЯ;не;не
2021;11.12.2021;12:00:00;43,40596;23,22388;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;11.12.2021;12:00:00;43,40596;23,22388;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;19.2.2021;12:45:00;43,80873;23,23864;БЛЪСКАНЕ НА ППС И ВЛАК;не;не
2021;19.2.2021;12:45:00;43,80873;23,23864;БЛЪСКАНЕ НА ППС И ВЛАК;не;не
2021;11.12.2021;16:45:00;43,38938;23,22984;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;11.12.2021;17:05:00;43,82314;23,23481;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;не;не
2021;11.12.2021;17:05:00;43,82314;23,23481;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;да;не
2021;12.12.2021;6:50:00;43,40404;23,22936;БЛЪСКАНЕ В СТЪЛБ;не;не
2021;13.12.2021;10:00:00;43,41211;23,2234;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;13.12.2021;10:00:00;43,41211;23,2234;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;13.12.2021;12:40:00;43,41713;23,227;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;13.12.2021;12:40:00;43,41713;23,227;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;14.12.2021;12:40:00;43,40523;23,22695;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;14.12.2021;12:40:00;43,40523;23,22695;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;14.12.2021;16:50:00;;;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;15.12.2021;7:30:00;43,41251;23,21515;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;15.12.2021;7:30:00;43,41251;23,21515;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;17.12.2021;11:30:00;43,68175;23,02761;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;17.12.2021;11:30:00;43,68175;23,02761;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;17.12.2021;13:20:00;43,4594;23,18877;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;19.2.2021;13:25:00;43,82736;23,24477;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;19.2.2021;13:25:00;43,82736;23,24477;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;17.12.2021;7:30:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;17.12.2021;7:30:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;18.12.2021;22:50:00;43,4468;23,21271;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;18.12.2021;22:50:00;43,4468;23,21271;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;19.12.2021;19:15:00;43,40566;23,22753;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;19.12.2021;21:30:00;43,41171;23,21105;БЛЪСКАНЕ В СТЪЛБ;не;не
2021;20.12.2021;15:55:00;43,40271;23,1468;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;20.12.2021;15:55:00;43,40271;23,1468;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;21.12.2021;11:00:00;43,53996;23,10113;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;да;не
2021;21.12.2021;11:00:00;43,53996;23,10113;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;21.12.2021;11:00:00;43,53996;23,10113;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;да;не
2021;21.12.2021;23:30:00;43,63894;23,33017;БЛЪСКАНЕ В СТЪЛБ;не;не
2021;22.12.2021;12:06:00;43,44151;23,23732;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;22.12.2021;12:06:00;43,44151;23,23732;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;22.12.2021;12:30:00;43,41046;23,21915;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;да;не
2021;22.12.2021;12:30:00;43,41046;23,21915;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;22.12.2021;16:30:00;43,41492;23,21321;БЛЪСКАНЕ В СТЪЛБ;да;не
2021;22.12.2021;16:30:00;43,41492;23,21321;БЛЪСКАНЕ В СТЪЛБ;да;не
2021;20.2.2021;3:20:00;43,69624;23,44591;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;22.12.2021;18:10:00;43,24023;23,11602;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;22.12.2021;18:10:00;43,24023;23,11602;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;23.12.2021;11:00:00;43,48193;23,28809;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;23.12.2021;12:00:00;43,82423;23,2411;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;23.12.2021;12:00:00;43,82423;23,2411;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;25.12.2021;15:00:00;43,29964;23,23947;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;25.12.2021;16:30:00;43,42092;23,21784;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;25.12.2021;16:30:00;43,42092;23,21784;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;27.12.2021;17:35:00;43,4149;23,21829;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;не;не
2021;27.12.2021;17:35:00;43,4149;23,21829;БЛЪСКАНЕ НА ПЕШЕХОДЕЦ;да;не
2021;28.12.2021;1:01:00;43,82055;23,24151;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;28.12.2021;1:01:00;43,82055;23,24151;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;28.12.2021;8:30:00;43,6652;23,04631;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;29.12.2021;22:30:00;43,71812;23,32146;БЛЪСКАНЕ В ДЪРВО;да;не
2021;31.12.2021;0:00:00;43,2285;23,15321;ДРУГ ВИД ПТП;не;не
2021;5.1.2021;13:10:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;5.1.2021;13:10:00;;;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;20.2.2021;14:30:00;43,76088;22,99437;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;20.2.2021;14:30:00;43,76088;22,99437;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;31.12.2021;8:30:00;43,44008;23,2195;БЛЪСКАНЕ В ПРЕДПАЗНА ОГРАДА;не;не
2021;31.12.2021;21:30:00;43,39535;23,12674;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;22.2.2021;17:45:00;43,41987;23,21678;БЛЪСКАНЕ НА ЖИВОТНО;не;не
2021;22.2.2021;17:45:00;43,41987;23,21678;БЛЪСКАНЕ НА ЖИВОТНО;не;не
2021;21.2.2021;4:30:00;43,82136;23,23591;БЛЪСКАНЕ В СТЪЛБ;не;не
2021;23.2.2021;13:00:00;43,48758;23,23075;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;24.2.2021;7:30:00;43,42428;23,22412;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;24.2.2021;7:30:00;43,42428;23,22412;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;24.2.2021;13:00:00;43,82312;23,24089;БЛЪСКАНЕ В СТЪЛБ;не;не
2021;24.2.2021;21:00:00;43,52857;23,52962;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;24.2.2021;21:00:00;43,52857;23,52962;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;24.2.2021;21:30:00;43,40663;23,2227;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;24.2.2021;21:30:00;43,40663;23,2227;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;25.2.2021;15:30:00;43,47075;23,33067;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;25.2.2021;15:30:00;43,47075;23,33067;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;25.2.2021;15:30:00;43,47075;23,33067;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;да;не
2021;6.1.2021;13:10:00;43,39576;23,23365;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;26.2.2021;18:45:00;43,44601;23,37313;БЛЪСКАНЕ В ДЪРВО;не;не
2021;27.2.2021;14:20:00;43,41437;23,23035;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;28.2.2021;15:20:00;43,24028;23,1429;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;28.2.2021;15:20:00;43,24028;23,1429;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
2021;28.2.2021;16:40:00;43,40298;23,16494;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;28.2.2021;16:40:00;43,40298;23,16494;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;да;не
2021;28.2.2021;16:40:00;43,40298;23,16494;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;да;не
2021;3.3.2021;20:37:00;43,76462;23,19756;Няма информация;не;не
2021;3.3.2021;20:37:00;43,76462;23,19756;Няма информация;не;не
2021;3.3.2021;22:35:00;43,23604;23,12687;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;4.3.2021;16:10:00;43,41767;23,23071;БЛЪСКАНЕ НА ВЕЛОСИПЕДИСТ;не;не
2021;4.3.2021;16:10:00;43,41767;23,23071;БЛЪСКАНЕ НА ВЕЛОСИПЕДИСТ;да;не
2021;6.3.2021;8:05:00;43,38273;23,33517;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;6.3.2021;9:45:00;43,41777;23,21763;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;6.3.2021;9:45:00;43,41777;23,21763;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;6.3.2021;10:20:00;43,3825;23,24248;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;6.3.2021;10:20:00;43,3825;23,24248;СБЛЪСКВАНЕ МЕЖДУ МПС ПОД ЪГЪЛ;не;не
2021;6.1.2021;22:00:00;43,48551;23,07835;БЛЪСКАНЕ НА ЖИВОТНО;не;не
2021;6.1.2021;22:00:00;43,48551;23,07835;БЛЪСКАНЕ НА ЖИВОТНО;не;не
2021;6.3.2021;12:00:00;43,71219;23,10983;БЛЪСКАНЕ В ДЪРВО;не;не
2021;6.3.2021;11:55:00;43,4182;23,22749;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;6.3.2021;11:55:00;43,4182;23,22749;СБЛЪСКВАНЕ МЕЖДУ МПС ОТЗАД;не;не
2021;8.3.2021;10:20:00;43,82117;23,24092;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;8.3.2021;10:20:00;43,82117;23,24092;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;8.3.2021;10:20:00;43,82117;23,24092;БЛЪСКАНЕ НА ПАРКИРАНО ППС;не;не
2021;9.3.2021;18:25:00;43,45897;23,24132;БЛЪСКАНЕ В КРАЙПЪТНО СЪОРЪЖЕНИЕ;не;не
2021;10.3.2021;7:40:00;43,20941;23,29854;СБЛЪСКВАНЕ МЕЖДУ МПС СТРАНИЧНО;не;не
